Geography,Geographic Area Name,population_25p_bachelors_or_higher
1400000US12001000201,Census Tract 2.01; Alachua County; Florida,807
1400000US12086012702,Census Tract 127.02; Miami-Dade County; Florida,1409
1400000US12086012801,Census Tract 128.01; Miami-Dade County; Florida,918
1400000US12086012802,Census Tract 128.02; Miami-Dade County; Florida,1230
1400000US12086012900,Census Tract 129; Miami-Dade County; Florida,853
1400000US12086013000,Census Tract 130; Miami-Dade County; Florida,689
1400000US12086013100,Census Tract 131; Miami-Dade County; Florida,946
1400000US12086013201,Census Tract 132.01; Miami-Dade County; Florida,237
1400000US12086013202,Census Tract 132.02; Miami-Dade County; Florida,1010
1400000US12086013301,Census Tract 133.01; Miami-Dade County; Florida,642
1400000US12086013302,Census Tract 133.02; Miami-Dade County; Florida,563
1400000US12086013400,Census Tract 134; Miami-Dade County; Florida,733
1400000US12086013500,Census Tract 135; Miami-Dade County; Florida,1284
1400000US12086013600,Census Tract 136; Miami-Dade County; Florida,1067
1400000US12086013700,Census Tract 137; Miami-Dade County; Florida,725
1400000US12086013801,Census Tract 138.01; Miami-Dade County; Florida,407
1400000US12086013802,Census Tract 138.02; Miami-Dade County; Florida,681
1400000US12086013900,Census Tract 139; Miami-Dade County; Florida,730
1400000US12086014100,Census Tract 141; Miami-Dade County; Florida,49
1400000US12086014200,Census Tract 142; Miami-Dade County; Florida,1532
1400000US12086014300,Census Tract 143; Miami-Dade County; Florida,1005
1400000US12086014400,Census Tract 144; Miami-Dade County; Florida,1421
1400000US12086014500,Census Tract 145; Miami-Dade County; Florida,1312
1400000US12086014601,Census Tract 146.01; Miami-Dade County; Florida,414
1400000US12086014602,Census Tract 146.02; Miami-Dade County; Florida,949
1400000US12086014701,Census Tract 147.01; Miami-Dade County; Florida,513
1400000US12086014702,Census Tract 147.02; Miami-Dade County; Florida,916
1400000US12086014800,Census Tract 148; Miami-Dade County; Florida,1205
1400000US12086014900,Census Tract 149; Miami-Dade County; Florida,1340
1400000US12086015001,Census Tract 150.01; Miami-Dade County; Florida,1200
1400000US12086015002,Census Tract 150.02; Miami-Dade County; Florida,960
1400000US12086015101,Census Tract 151.01; Miami-Dade County; Florida,1501
1400000US12086015102,Census Tract 151.02; Miami-Dade County; Florida,906
1400000US12086015103,Census Tract 151.03; Miami-Dade County; Florida,884
1400000US12086015201,Census Tract 152.01; Miami-Dade County; Florida,741
1400000US12086015202,Census Tract 152.02; Miami-Dade County; Florida,840
1400000US12086015300,Census Tract 153; Miami-Dade County; Florida,1713
1400000US12086015400,Census Tract 154; Miami-Dade County; Florida,1546
1400000US12086015501,Census Tract 155.01; Miami-Dade County; Florida,769
1400000US12086015502,Census Tract 155.02; Miami-Dade County; Florida,717
1400000US12086015600,Census Tract 156; Miami-Dade County; Florida,1426
1400000US12086015700,Census Tract 157; Miami-Dade County; Florida,733
1400000US12086015800,Census Tract 158; Miami-Dade County; Florida,1063
1400000US12086015900,Census Tract 159; Miami-Dade County; Florida,602
1400000US12086016000,Census Tract 160; Miami-Dade County; Florida,1157
1400000US12086016100,Census Tract 161; Miami-Dade County; Florida,737
1400000US12086016200,Census Tract 162; Miami-Dade County; Florida,1072
1400000US12086016300,Census Tract 163; Miami-Dade County; Florida,1194
1400000US12086016401,Census Tract 164.01; Miami-Dade County; Florida,1649
1400000US12086016402,Census Tract 164.02; Miami-Dade County; Florida,464
1400000US12086016501,Census Tract 165.01; Miami-Dade County; Florida,724
1400000US12086016502,Census Tract 165.02; Miami-Dade County; Florida,1267
1400000US12086016600,Census Tract 166; Miami-Dade County; Florida,1071
1400000US12086016700,Census Tract 167; Miami-Dade County; Florida,819
1400000US12086016800,Census Tract 168; Miami-Dade County; Florida,886
1400000US12086016900,Census Tract 169; Miami-Dade County; Florida,756
1400000US12086017000,Census Tract 170; Miami-Dade County; Florida,987
1400000US12086017101,Census Tract 171.01; Miami-Dade County; Florida,593
1400000US12086017102,Census Tract 171.02; Miami-Dade County; Florida,522
1400000US12086017200,Census Tract 172; Miami-Dade County; Florida,891
1400000US12086017300,Census Tract 173; Miami-Dade County; Florida,1193
1400000US12086017401,Census Tract 174.01; Miami-Dade County; Florida,394
1400000US12086017402,Census Tract 174.02; Miami-Dade County; Florida,1212
1400000US12086017500,Census Tract 175; Miami-Dade County; Florida,632
1400000US12086017600,Census Tract 176; Miami-Dade County; Florida,1824
1400000US12086017700,Census Tract 177; Miami-Dade County; Florida,843
1400000US12086017800,Census Tract 178; Miami-Dade County; Florida,1013
1400000US12086017901,Census Tract 179.01; Miami-Dade County; Florida,1015
1400000US12086017902,Census Tract 179.02; Miami-Dade County; Florida,985
1400000US12086018001,Census Tract 180.01; Miami-Dade County; Florida,552
1400000US12086018002,Census Tract 180.02; Miami-Dade County; Florida,790
1400000US12086018003,Census Tract 180.03; Miami-Dade County; Florida,2021
1400000US12086018100,Census Tract 181; Miami-Dade County; Florida,1225
1400000US12086018200,Census Tract 182; Miami-Dade County; Florida,787
1400000US12086018300,Census Tract 183; Miami-Dade County; Florida,1235
1400000US12086018400,Census Tract 184; Miami-Dade County; Florida,1084
1400000US12086018500,Census Tract 185; Miami-Dade County; Florida,1370
1400000US12086018601,Census Tract 186.01; Miami-Dade County; Florida,792
1400000US12086018602,Census Tract 186.02; Miami-Dade County; Florida,551
1400000US12086018700,Census Tract 187; Miami-Dade County; Florida,1021
1400000US12086018801,Census Tract 188.01; Miami-Dade County; Florida,697
1400000US12086018802,Census Tract 188.02; Miami-Dade County; Florida,697
1400000US12086018803,Census Tract 188.03; Miami-Dade County; Florida,699
1400000US12086018901,Census Tract 189.01; Miami-Dade County; Florida,837
1400000US12086018902,Census Tract 189.02; Miami-Dade County; Florida,1147
1400000US12086019000,Census Tract 190; Miami-Dade County; Florida,1698
1400000US12086019100,Census Tract 191; Miami-Dade County; Florida,1580
1400000US12086019200,Census Tract 192; Miami-Dade County; Florida,1322
1400000US12086019301,Census Tract 193.01; Miami-Dade County; Florida,762
1400000US12086019302,Census Tract 193.02; Miami-Dade County; Florida,1254
1400000US12086019401,Census Tract 194.01; Miami-Dade County; Florida,746
1400000US12086019402,Census Tract 194.02; Miami-Dade County; Florida,1376
1400000US12086019501,Census Tract 195.01; Miami-Dade County; Florida,1369
1400000US12086019502,Census Tract 195.02; Miami-Dade County; Florida,846
1400000US12086019600,Census Tract 196; Miami-Dade County; Florida,1594
1400000US12086019700,Census Tract 197; Miami-Dade County; Florida,906
1400000US12086019801,Census Tract 198.01; Miami-Dade County; Florida,1570
1400000US12086019802,Census Tract 198.02; Miami-Dade County; Florida,1176
1400000US12086019901,Census Tract 199.01; Miami-Dade County; Florida,672
1400000US12086019902,Census Tract 199.02; Miami-Dade County; Florida,1358
1400000US12086020001,Census Tract 200.01; Miami-Dade County; Florida,323
1400000US12086020002,Census Tract 200.02; Miami-Dade County; Florida,1397
1400000US12086020100,Census Tract 201; Miami-Dade County; Florida,725
1400000US12086020200,Census Tract 202; Miami-Dade County; Florida,912
1400000US12086020300,Census Tract 203; Miami-Dade County; Florida,536
1400000US12086490100,Census Tract 4901; Miami-Dade County; Florida,231
1400000US12086980100,Census Tract 9801; Miami-Dade County; Florida,0
1400000US12086980200,Census Tract 9802; Miami-Dade County; Florida,0
1400000US12086980300,Census Tract 9803; Miami-Dade County; Florida,14
1400000US12086980400,Census Tract 9804; Miami-Dade County; Florida,0
1400000US12086980500,Census Tract 9805; Miami-Dade County; Florida,167
1400000US12086980600,Census Tract 9806; Miami-Dade County; Florida,0
1400000US12086980700,Census Tract 9807; Miami-Dade County; Florida,40
1400000US12086980800,Census Tract 9808; Miami-Dade County; Florida,0
1400000US12086980900,Census Tract 9809; Miami-Dade County; Florida,0
1400000US12086981000,Census Tract 9810; Miami-Dade County; Florida,0
1400000US12086981100,Census Tract 9811; Miami-Dade County; Florida,37
1400000US12086981200,Census Tract 9812; Miami-Dade County; Florida,0
1400000US12086981300,Census Tract 9813; Miami-Dade County; Florida,118
1400000US12086990000,Census Tract 9900; Miami-Dade County; Florida,0
1400000US12087970400,Census Tract 9704; Monroe County; Florida,1012
1400000US12087970500,Census Tract 9705; Monroe County; Florida,1087
1400000US12087970600,Census Tract 9706; Monroe County; Florida,679
1400000US12087970700,Census Tract 9707; Monroe County; Florida,550
1400000US12087970800,Census Tract 9708; Monroe County; Florida,1579
1400000US12087970900,Census Tract 9709; Monroe County; Florida,606
1400000US12087971001,Census Tract 9710.01; Monroe County; Florida,440
1400000US12087971002,Census Tract 9710.02; Monroe County; Florida,607
1400000US12087971100,Census Tract 9711; Monroe County; Florida,900
1400000US12087971200,Census Tract 9712; Monroe County; Florida,782
1400000US12087971300,Census Tract 9713; Monroe County; Florida,350
1400000US12087971401,Census Tract 9714.01; Monroe County; Florida,557
1400000US12087971402,Census Tract 9714.02; Monroe County; Florida,403
1400000US12087971501,Census Tract 9715.01; Monroe County; Florida,785
1400000US12087971502,Census Tract 9715.02; Monroe County; Florida,1190
1400000US12087971600,Census Tract 9716; Monroe County; Florida,692
1400000US12087971700,Census Tract 9717; Monroe County; Florida,595
1400000US12087971800,Census Tract 9718; Monroe County; Florida,1241
1400000US12087971900,Census Tract 9719; Monroe County; Florida,1754
1400000US12087972000,Census Tract 9720; Monroe County; Florida,2203
1400000US12087972100,Census Tract 9721; Monroe County; Florida,1302
1400000US12087972200,Census Tract 9722; Monroe County; Florida,773
1400000US12087972400,Census Tract 9724; Monroe County; Florida,845
1400000US12087972500,Census Tract 9725; Monroe County; Florida,559
1400000US12087972700,Census Tract 9727; Monroe County; Florida,1736
1400000US12087972800,Census Tract 9728; Monroe County; Florida,1151
1400000US12087980000,Census Tract 9800; Monroe County; Florida,2
1400000US12087980100,Census Tract 9801; Monroe County; Florida,1
1400000US12087990000,Census Tract 9900; Monroe County; Florida,0
1400000US12089050102,Census Tract 501.02; Nassau County; Florida,1222
1400000US12089050103,Census Tract 501.03; Nassau County; Florida,1161
1400000US12089050104,Census Tract 501.04; Nassau County; Florida,1575
1400000US12089050201,Census Tract 502.01; Nassau County; Florida,1665
1400000US12089050203,Census Tract 502.03; Nassau County; Florida,2085
1400000US12089050204,Census Tract 502.04; Nassau County; Florida,1318
1400000US12089050205,Census Tract 502.05; Nassau County; Florida,2027
1400000US12089050304,Census Tract 503.04; Nassau County; Florida,999
1400000US12089050305,Census Tract 503.05; Nassau County; Florida,180
1400000US12089050306,Census Tract 503.06; Nassau County; Florida,1616
1400000US12089050307,Census Tract 503.07; Nassau County; Florida,1165
1400000US12089050308,Census Tract 503.08; Nassau County; Florida,2788
1400000US12089050309,Census Tract 503.09; Nassau County; Florida,1812
1400000US12089050310,Census Tract 503.10; Nassau County; Florida,2038
1400000US12089050401,Census Tract 504.01; Nassau County; Florida,322
1400000US12089050402,Census Tract 504.02; Nassau County; Florida,379
1400000US12089050403,Census Tract 504.03; Nassau County; Florida,240
1400000US12089050504,Census Tract 505.04; Nassau County; Florida,425
1400000US12089050505,Census Tract 505.05; Nassau County; Florida,211
1400000US12089050506,Census Tract 505.06; Nassau County; Florida,545
1400000US12089050507,Census Tract 505.07; Nassau County; Florida,142
1400000US12089050508,Census Tract 505.08; Nassau County; Florida,153
1400000US12089050509,Census Tract 505.09; Nassau County; Florida,228
1400000US12089990000,Census Tract 9900; Nassau County; Florida,0
1400000US12091020101,Census Tract 201.01; Okaloosa County; Florida,587
1400000US12091020102,Census Tract 201.02; Okaloosa County; Florida,802
1400000US12091020200,Census Tract 202; Okaloosa County; Florida,176
1400000US12091020303,Census Tract 203.03; Okaloosa County; Florida,808
1400000US12091020304,Census Tract 203.04; Okaloosa County; Florida,1166
1400000US12091020305,Census Tract 203.05; Okaloosa County; Florida,940
1400000US12091020306,Census Tract 203.06; Okaloosa County; Florida,211
1400000US12091020400,Census Tract 204; Okaloosa County; Florida,1030
1400000US12091020500,Census Tract 205; Okaloosa County; Florida,1222
1400000US12091020601,Census Tract 206.01; Okaloosa County; Florida,1230
1400000US12091020602,Census Tract 206.02; Okaloosa County; Florida,669
1400000US12091020701,Census Tract 207.01; Okaloosa County; Florida,750
1400000US12091020702,Census Tract 207.02; Okaloosa County; Florida,1758
1400000US12091020800,Census Tract 208; Okaloosa County; Florida,1300
1400000US12091020900,Census Tract 209; Okaloosa County; Florida,2494
1400000US12091021001,Census Tract 210.01; Okaloosa County; Florida,2094
1400000US12091021002,Census Tract 210.02; Okaloosa County; Florida,2320
1400000US12091021101,Census Tract 211.01; Okaloosa County; Florida,646
1400000US12091021102,Census Tract 211.02; Okaloosa County; Florida,2018
1400000US12091021200,Census Tract 212; Okaloosa County; Florida,1555
1400000US12091021400,Census Tract 214; Okaloosa County; Florida,452
1400000US12091021501,Census Tract 215.01; Okaloosa County; Florida,1631
1400000US12091021502,Census Tract 215.02; Okaloosa County; Florida,1225
1400000US12091021600,Census Tract 216; Okaloosa County; Florida,936
1400000US12091021700,Census Tract 217; Okaloosa County; Florida,850
1400000US12091021801,Census Tract 218.01; Okaloosa County; Florida,1086
1400000US12091021802,Census Tract 218.02; Okaloosa County; Florida,1446
1400000US12091021901,Census Tract 219.01; Okaloosa County; Florida,246
1400000US12091021902,Census Tract 219.02; Okaloosa County; Florida,1819
1400000US12091022001,Census Tract 220.01; Okaloosa County; Florida,415
1400000US12091022002,Census Tract 220.02; Okaloosa County; Florida,642
1400000US12091022100,Census Tract 221; Okaloosa County; Florida,613
1400000US12091022300,Census Tract 223; Okaloosa County; Florida,614
1400000US12091022400,Census Tract 224; Okaloosa County; Florida,1247
1400000US12091022500,Census Tract 225; Okaloosa County; Florida,956
1400000US12091022600,Census Tract 226; Okaloosa County; Florida,512
1400000US12091022700,Census Tract 227; Okaloosa County; Florida,624
1400000US12091022800,Census Tract 228; Okaloosa County; Florida,284
1400000US12091022900,Census Tract 229; Okaloosa County; Florida,840
1400000US12091023100,Census Tract 231; Okaloosa County; Florida,2831
1400000US12091023200,Census Tract 232; Okaloosa County; Florida,756
1400000US12091023303,Census Tract 233.03; Okaloosa County; Florida,701
1400000US12091023304,Census Tract 233.04; Okaloosa County; Florida,1654
1400000US12091023305,Census Tract 233.05; Okaloosa County; Florida,1426
1400000US12091023306,Census Tract 233.06; Okaloosa County; Florida,808
1400000US12091023307,Census Tract 233.07; Okaloosa County; Florida,560
1400000US12091023308,Census Tract 233.08; Okaloosa County; Florida,1586
1400000US12091990100,Census Tract 9901; Okaloosa County; Florida,0
1400000US12091990200,Census Tract 9902; Okaloosa County; Florida,0
1400000US12093910101,Census Tract 9101.01; Okeechobee County; Florida,727
